Timestamp,TrajectoryName
2025-04-09 11:20:04,Exercise_20250409_112002
2025-04-09 12:09:49,1120
2025-04-09 12:12:49,E2
2025-04-09 13:17:01,Exercise_20250409_131659
2025-04-11 11:41:39,EX_1104
2025-04-11T12:55:58.131244,Exercise_125558
2025-04-11T12:56:01.265233,Exercise_125601
2025-04-11T12:56:03.229383,Exercise_125603
2025-04-11T12:56:03.500911,Exercise_125603
2025-04-11T12:56:03.712668,Exercise_125603
2025-04-11T12:56:03.993014,Exercise_125603
2025-04-11T12:56:04.321271,Exercise_125604
2025-04-11 13:38:50,shreyash,Recorded via UI
2025-04-11 15:13:32,Apr_11,Recorded via UI
2025-04-11 16:48:30,Exercise_20250411_164827,Recorded via UI
2025-04-11 17:28:57,Exercise_20250411_172855,Recorded via UI
2025-04-11 18:36:14,Exercise_20250411_183608,Recorded via UI
2025-04-14 15:53:01,apr14,Recorded via UI
2025-04-14 15:59:31,Exercise_20250414_155925,Recorded via UI
2025-04-14 16:03:03,Exercise_20250414_160257,Recorded via UI
2025-04-17 11:08:18,Exercise_20250417_110815,Recorded via UI
2025-04-17 11:09:41,Exercise_1,Recorded via UI
