timestamp,joint1,joint2,joint3,joint4,joint5,joint6
9.632110595703125e-05,-6.26285982131958,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.002274036407470703,-6.263077259063721,-82.6441650390625,135.06918334960938,-95.041748046875,-90.61676025390625,-91.637939453125
0.004477500915527344,-6.263077259063721,-82.6441650390625,135.06918334960938,-95.041748046875,-90.61676025390625,-91.637939453125
0.00677800178527832,-6.263077259063721,-82.6441650390625,135.06918334960938,-95.041748046875,-90.61676025390625,-91.637939453125
0.009198904037475586,-6.263077259063721,-82.6441650390625,135.06918334960938,-95.041748046875,-90.61676025390625,-91.637939453125
0.011545181274414062,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.013746500015258789,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.015956640243530273,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.018201351165771484,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.020333290100097656,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.022482633590698242,-6.263077259063721,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.63772583007812
0.02462458610534668,-6.263077259063721,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.63772583007812
0.026854515075683594,-6.263077259063721,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.63772583007812
0.029000520706176758,-6.263077259063721,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.63772583007812
0.03206133842468262,-6.26285982131958,-82.6441650390625,135.06918334960938,-95.0415267944336,-90.61676025390625,-91.637939453125
0.03431963920593262,-6.26285982131958,-82.6441650390625,135.06918334960938,-95.0415267944336,-90.61676025390625,-91.637939453125
0.0364835262298584,-6.26285982131958,-82.6441650390625,135.06918334960938,-95.0415267944336,-90.61676025390625,-91.637939453125
0.03871321678161621,-6.26285982131958,-82.6441650390625,135.06918334960938,-95.0415267944336,-90.61676025390625,-91.637939453125
0.04199337959289551,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.04415607452392578,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.04632878303527832,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.04850602149963379,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.0415267944336,-90.61676025390625,-91.637939453125
0.05191779136657715,-6.263077259063721,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61653900146484,-91.63772583007812
0.05410027503967285,-6.263077259063721,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61653900146484,-91.63772583007812
0.05628705024719238,-6.263077259063721,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61653900146484,-91.63772583007812
0.05847501754760742,-6.263077259063721,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61653900146484,-91.63772583007812
0.060701608657836914,-6.263077259063721,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61653900146484,-91.63772583007812
0.06298995018005371,-6.26285982131958,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.06516432762145996,-6.26285982131958,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.06733822822570801,-6.26285982131958,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.06952404975891113,-6.26285982131958,-82.64437866210938,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.0719308853149414,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.07413291931152344,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.07631969451904297,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.0785062313079834,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.08075594902038574,-6.26285982131958,-82.6441650390625,135.0689697265625,-95.041748046875,-90.61676025390625,-91.637939453125
0.08301353454589844,-6.26285982131958,-82.64437866210938,135.06918334960938,-95.041748046875,-90.61676025390625,-91.63772583007812
